statement_edition,statement_source,statement_text
"on Thursday, November 17th, 2011",Rick Perry,"
	Says President Barack Obama thinks Americans are lazy.
"
"on Thursday, November 17th, 2011",Chris Christie,"
	Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and ""we spend $100,000 on their education in those four years, more than is spent on any other set of students in the United States.""
"
"on Tuesday, November 15th, 2011", Americans for Prosperity,"
	""(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.""
"
"on Sunday, November 13th, 2011",Mark Neumann,"
	The federal ""limousine fleet has increased by 42 percent since Barack Obama took office.""
"
"on Sunday, November 13th, 2011",Rodney Frelinghuysen,"
	Says the Treasury Department ""says 41 percent of all business income reported on individual returns would be hit by the [millionaires’] surtax"" that ""would harm small businessmen and women, the very people we are counting on to create new jobs.""
"
"on Thursday, November 10th, 2011",Mitt Romney,"
	President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perry’s ""decision to give in-state tuition to illegal immigrants.""
"
"on Thursday, November 10th, 2011",Frank Ortis,"
	The city of Pembroke Pines doesn't have a vote in a plan to build a detention center in Southwest Ranches.
"
"on Thursday, November 10th, 2011", Democratic Party of Wisconsin,"
	A bill supported by Gov. Scott Walker makes it ""so that drunk drivers who kill have an easier time of it.""
"
"on Wednesday, November 9th, 2011", Bloggers,"
	Obama creates new tax on Christmas trees, fees get passed on to consumers.
"
"on Monday, November 7th, 2011",Rick Perry,"
	""We spend half a trillion dollars a year in tax preparation.""
"
"on Monday, November 7th, 2011",Carl Lewis,"
	""You’re paying for...(state Sen. Diane Allen’s) health care, and she took yours away.""
"
"on Sunday, November 6th, 2011",Paul Valletta,"
	Rhode Island Treasurer Gina Raimondo ""raised the mortality rate from 65 to 87"" and ""used a 1994 annuity chart"" to create the pension crisis.
"
"on Friday, November 4th, 2011",Alan Hays,"
	Proof of citizenship isn't necessary before you register to vote in Florida.
"
"on Friday, November 4th, 2011", Building a Better Ohio,"
	""Government employees make 43 percent more in wages and benefits"" than private-sector workers.
"
"on Wednesday, November 2nd, 2011",Rachel Maddow,"Says ""tanking"" Rick Perry’s federal tax plan has ""huge tax cuts for rich people and big tax hikes for everyone else.""
"
"on Tuesday, November 1st, 2011",Allen West,"
	""In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans."""
"on Monday, October 31st, 2011",Rick Perry,"
	Says that ""we brought CHI Manufacturing, that had business in China, back to"" Texas."
"on Sunday, October 30th, 2011",Helen Glover,"
	""The State of Rhode Island has the worst state-funded pension in the country."""
"on Friday, October 28th, 2011",Rachel Maddow,"""A recent Department of Labor study guessed Wall Street fees cost a worker 28 percent of the value of your plan over the span of your career.""
"
"on Thursday, October 27th, 2011",Jim Waldman,"
	""You are prohibited from walking into the Capitol with a gun, but you can go after the County Commission or the School Board."" "
"on Saturday, October 22nd, 2011",Sam Adams,"
	Says there's $4 billion in private investment along the streetcar. "
"on Friday, October 21st, 2011",Rick Perry,"
	""We cut property taxes by one-third in the state of Texas while I’ve been governor."""
"on Thursday, October 20th, 2011",Harry Reid,"
	With recent growth ""it is very clear that private-sector jobs have been doing fine."""
"on Wednesday, October 19th, 2011",Michele Bachmann,"
	""Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function."""
"on Wednesday, October 19th, 2011",John Driscoll,"
	""(Sen. Robert) Gordon cost us money, exempting the Newark sports arena from paying property taxes and sticking us with the bill."" "
"on Tuesday, October 18th, 2011",Mitt Romney,"
	""I don't think I've ever hired an illegal in my life."""
"on Tuesday, October 18th, 2011",Rick Santorum,"
	Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, ""You took it out of your book."""
"on Monday, October 17th, 2011", Burnt Orange Report,"
	Says Texas Senate hopeful Donna Campbell doesn’t live in the district she’s hoping to win in 2012."
"on Saturday, October 15th, 2011",Sam Adams,"
	Says ""There are now Occupy Wall Street camps in hundreds of cities across the United States."""
"on Friday, October 14th, 2011",Rick Perry,"
	""Romneycare has … killed 18,000 Massachusetts jobs."""
"on Friday, October 14th, 2011",Peter  Palumbo,"
	""The Tax Foundation figures Rhode Island as the 10th highest state for state and local tax burden per capita in the country. We're the 6th worst in the country for the business tax index. We're the 3rd highest per capita in the country for all taxes."""
"on Thursday, October 13th, 2011",Herman Cain,"
	Says someone earning $50,000 a year will fare better under his ""9-9-9"" plan than under the current tax system."
"on Thursday, October 13th, 2011",John Boehner,"
	""Our unemployment rate has been higher than 8 percent for more than two-and-a-half years, far above what the Obama Administration promised with the 'stimulus.' """
"on Thursday, October 13th, 2011",Chris Christie,"
	Says ""any attempt to try to compare"" the Massachusetts health care law with the federal health care law is ""completely, intellectually dishonest. Governor Romney did not raise one tax in doing what he did.""
"
"on Wednesday, October 12th, 2011",Herman Cain,"
	""Every worker pays 15.3 percent payroll tax."""
"on Tuesday, October 11th, 2011",Mitt Romney,"
	In the early 1960s, all levels of government were ""consuming about 27 percent of the U.S. economy,"" a number that has risen to 37 percent today. With that trendline, ""we cease at some point to be a free economy."""
"on Tuesday, October 11th, 2011",Jose Rodriguez,"Says El Paso was named America’s ""Safest Large City"" a year after San Antonio, Houston and Dallas had the nation’s highest crime rates.
"
"on Monday, October 10th, 2011", We Are Ohio,"
	""Senate Bill 5 makes it harder for nurses to give the patients the quality care they need."""
"on Monday, October 10th, 2011", New Jersey Democratic State Committee,"
	Says Vince Polistina is ""collecting nearly $70,000 in taxpayer-funded salaries -- plus a government pension."""
"on Friday, October 7th, 2011", We Are Ohio,"
	Says that politicians who approved collective bargaining restrictions for public employees ""exploited a loophole exempting themselves from Senate Bill 5."""
"on Wednesday, October 5th, 2011",Mark Miller,"
	""Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation.""
	 "
"on Tuesday, October 4th, 2011",Bill O'Reilly,"Says the federal government hosted a conference and ""ordered 250 muffins at 16 bucks a piece.""
"
"on Monday, October 3rd, 2011",John Wisniewski,"
	Says Gov. Chris Christie has ""now come up with a new agenda"" for ethics reform in September 2011.
	 "
"on Sunday, October 2nd, 2011",Terry Gorman,"
	""[Federal] law says that you can't give in-state tuition to an illegal alien … unless you first offer it to any other student regardless of their state of residence."""
"on Friday, September 30th, 2011",Josh Mandel,"
	Says U.S. Sen Sherrod Brown ""promised that the first stimulus bill would fund the
	Brent Spence Bridge."""
"on Thursday, September 29th, 2011",Chris Christie,"Says President Barack Obama failed ""to stand up for the bipartisan debt solutions of the Simpson-Bowles Commission.""
"
"on Tuesday, September 27th, 2011",John Kasich,"
	""We have asked public employees to pay 10 percent of the costs of their guaranteed pension and 15 percent of the cost of their health care. ... The leadership of those public employees unions don't want to pay anything."""
"on Sunday, September 25th, 2011", Rhode Island Retirement Security Coalition,"
	""In the past six years alone, changes to the pension formula … have saved over half a billion dollars."""
"on Saturday, September 24th, 2011",Ron Paul,"
	Says Rick Perry wrote a letter ""supporting Hillarycare."""
"on Friday, September 23rd, 2011",Rick Perry,"
	Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition."
"on Friday, September 23rd, 2011",Rick Perry,"
	
		Says he never said he wanted to move Social Security ""back to the states.""
"
"on Friday, September 23rd, 2011",Brent Barton,"
	Says credit rating agencies realize that our instability stems in large part from Oregon’s kicker system."
"on Thursday, September 22nd, 2011",Rick Perry,"
	Says Mitt Romney wrote that if Social Security was done ""in the private sector, it would be called criminal."""
"on Monday, September 19th, 2011",Mary  Taylor,"
	Says that even if you have no children, ""under Obamacare, you would still have to carry insurance that covers pediatric, maternity and newborn care even though you do not need it."""
"on Sunday, September 18th, 2011",Scott  Keyes,"
	""The Green Bay Packers are a socialist organization."""
"on Friday, September 16th, 2011", New Hampshire Democratic Party,"
	""Two-thirds of Granite Staters oppose the Tea Party"" and its agenda on labor unions."
"on Friday, September 16th, 2011",Scott Walker,"
	""I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair."""
"on Thursday, September 15th, 2011",Eric Cantor,"
	The jobs bill includes ""President Obama's tax on soup kitchens"""
"on Thursday, September 15th, 2011",Valerie Vainieri Huttle,"
	Says ""160,000 kids stay home every day because they are afraid to go to school because of bullying."""
"on Wednesday, September 14th, 2011",Debbie Wasserman Schultz,"
	In the New York 9th District, ""there is a large number of people who went to the polls tonight who didn't support the president to begin with and don't support Democrats -- and it's nothing more than that."""
"on Wednesday, September 14th, 2011", Keep Conservatives United,"
	Says ""Rick Perry doubled spending in a decade."""
"on Monday, September 12th, 2011",Michele Bachmann,"
	""We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare."""
"on Monday, September 12th, 2011",Newt Gingrich,"
	Ben Bernanke has been the most ""inflationary"" chairman in the history of the Federal Reserve."
"on Monday, September 12th, 2011",John Kasich,"
	""Since the beginning of the year we've created a net increase of 45,000 jobs."""
"on Saturday, September 10th, 2011",Matt Wand,"
	Says ""Every time the Legislature 'suspended' the kicker, most recently the corporate kicker in 2007, Salem spent every penny and failed to stabilize the state's revenues."""
"on Friday, September 9th, 2011",Donna Shalala,"""The academic achievements of our student-athletes are mentioned in the same breath and spirit as Notre Dame and Stanford.""
"
"on Wednesday, September 7th, 2011", Democratic Congressional Campaign Committee,"
	""Congressman Bill Young voted to cut taxes for millionaires and end your Medicare."" "
"on Sunday, September 4th, 2011",Kinky Friedman,"
	Says Barack Obama’s ""favorability rating in Israel once clocked in at 4 percent."""
"on Tuesday, August 30th, 2011",Bob Casey,"
	In Afghanistan, ""it is very, very rare that someone who is killed in action is not killed by an"" improvised explosive device, or IED."
"on Monday, August 29th, 2011",Joseph Cryan,"
	Says direct shipment of wine ""makes underage drinking as simple as a mouse click."""
"on Saturday, August 27th, 2011",Rick Perry,"
	Says his hometown of Paint Creek, Texas, ""doesn’t even have a ZIP code."""
"on Monday, August 22nd, 2011",Sean Duffy,"
	The Dodd-Frank financial-reform law’s hundreds of new rules will force small banks and credit unions to burn up ""an estimated 2,260,631 labor hours just for compliance."""
"on Friday, August 19th, 2011",Martin Frost,"
	Says Rick Perry flip-flopped on gay marriage by first saying it was a state’s rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage."
"on Friday, August 19th, 2011",Tammy Baldwin,"
	Democrats failed to flip the Wisconsin state Senate because recall elections were in the ""deepest red districts in the state."""
"on Thursday, August 18th, 2011", Democratic Party of Wisconsin,"
	Under Gov. Scott Walker, ""unemployment is increasing in Wisconsin at twice the rate it is nationally."""
"on Friday, August 12th, 2011",Kevin DeWine,"
	""President Obama and Democrats' spending addiction has driven our national debt to historic proportions, maxed out our national credit card and has now led to the Democrat Downgrade of our country's AAA credit rating."""
"on Friday, August 12th, 2011",Kim Simac,"
	Says Democratic state Sen. Jim Holperin ""voted against a property tax freeze"" in 2009 and then voted for a ""$1.5 billion property tax hike."""
"on Tuesday, August 9th, 2011",Newt Gingrich,"
	Says his Twitter account has 1.3 million followers."
"on Monday, August 8th, 2011",Jim DeMint,"
	The debt-ceiling bill ""doesn’t cut the debt. It will add about $7 trillion in new debt over the next 10 years."""
"on Friday, August 5th, 2011", Wisconsin Sierra Club,"
	Says state Sen. Alberta Darling is ""allowing mercury to harm our children"" because she voted against an electronics recycling bill."
"on Friday, August 5th, 2011", Club for Growth,"
	Says state Rep. Sandy Pasch ""did nothing to stop"" people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators."
"on Friday, August 5th, 2011", Progress Texas,"
	""Rick Perry ended full-day Pre-K for 100,000 Texas children."""
"on Thursday, August 4th, 2011",Fred Clark,"
	Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants ""not to the highest bidder, but to the biggest donors"" with no oversight."
"on Thursday, August 4th, 2011",Raul Labrador,"
	Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent."
"on Tuesday, August 2nd, 2011", Alliance for Retired Americans,"
	""Social Security doesn’t contribute a penny to the deficit."""
"on Monday, August 1st, 2011",Ken Langone,"
	In contrast to President Barack Obama, who ""is not acting presidential,"" President Ronald Reagan ""would never go into the Oval Office without his jacket on — that's how much he revered the presidency."""
"on Monday, August 1st, 2011",Bobby  Scott,"
	(Rep. Bob Goodlatte's) balanced budget amendment does not require a balanced budget."
"on Sunday, July 31st, 2011",Travis Rowley,"
	""The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections."""
"on Thursday, July 28th, 2011",Jon Huntsman,"
	Says that when he was governor of Utah, he worked with the state Legislature to create a flat tax that ""cut income taxes by 30 percent."""
"on Thursday, July 28th, 2011",Michael Burgess,"
	Says stores will be barred from selling 100-watt light bulbs as of 2012."
"on Wednesday, July 27th, 2011",Rick Santorum,"
	In Europe, ""church attendance rates (are) in the single digits"" because churches are supported by taxes."
"on Wednesday, July 27th, 2011",Sheila Harsdorf,"
	Says Democratic recall opponent Shelly Moore ""opposes any limit on taxes.""
	 "
"on Tuesday, July 26th, 2011",John Boehner,"
	The House passed ""cut, cap and balance"" with ""bipartisan support."""
"on Tuesday, July 26th, 2011",Jessica King,"
	
		
			Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, ""didn’t pay taxes""
	
"
"on Tuesday, July 26th, 2011",Shirley Turner,"
	Says unemployment in Trenton is ""twice as much as what we see in every other area of the state"" and, as a result, ""we have seen an increase in crime."""
"on Monday, July 25th, 2011",Jennifer  Shilling,"
	The 2011-13 state budget ""cuts overall funding for public schools by $1.6 billion"""
"on Friday, July 22nd, 2011",Mitt Romney,"
	""Federal law requires that hospitals treat people whether or not they can pay. So someone (who) doesn’t have health insurance --  they can go to the hospital and get free care."""
"on Thursday, July 21st, 2011",Barack Obama,"
	Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition."
"on Wednesday, July 20th, 2011",Bruce Hanna,"
	Says this House processed and approved as many bills as previous Legislatures."
"on Wednesday, July 20th, 2011",Alan Hays,"
	""The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6."""
"on Wednesday, July 20th, 2011",Mitt Romney,"
	During his first year, President Obama said he ""was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez – the worst actors in the world."""
"on Tuesday, July 19th, 2011",Craig Miller,"
	""I've created over 40,000 jobs."""
"on Sunday, July 17th, 2011",Lois Kolkhorst,"
	Says $500 billion in Medicare cuts are coming."
"on Friday, July 15th, 2011",Barack Obama,"
	""The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues."""
"on Friday, July 15th, 2011",Scott Rigell,"
	Under Ryan plan, ""those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress."""
"on Wednesday, July 13th, 2011",Ralph Long,"
	""The [Georgia] General Assembly took away the Atlanta Board of Education’s oversight of the superintendent."""
"on Tuesday, July 12th, 2011",Steve Oroho,"
	Because of Democratic tax hikes, New Jersey ended a decade with fewer private sector jobs for the first time in recorded history."
"on Sunday, July 10th, 2011",Stephen Sweeney,"
	Says the average government worker won't be impacted in the first two years under the reform of state health benefits."
"on Friday, July 8th, 2011",Newt Gingrich,"
	Newt Gingrich’s presidential campaign has ""exactly the same"" challenges as Ronald Reagan’s successful 1980 bid."
"on Wednesday, July 6th, 2011",Bob McDonnell,"
	""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined."""
"on Tuesday, July 5th, 2011",Rob Portman,"
	A year since the ""Recovery Summer,"" there has been been ""a fall, winter and spring of no recovery."""
"on Monday, July 4th, 2011",Charles Perry,"
	Says $6 billion projected to accumulate in the state’s rainy day fund is already used."
"on Sunday, July 3rd, 2011", Friends of Plum Beach Lighthouse,"
	""Voted the ‘best specialty plate in America’"""
"on Friday, July 1st, 2011", Renewable Fuels Association,"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.
"
"on Friday, July 1st, 2011",Rick Perry,"
	Says President Barack Obama’s overturning of the Mexico City Policy means federal tax dollars can be used ""to fund abortion all over the world."""
"on Wednesday, June 29th, 2011",John Boehner,"
	""The American people don't want us to raise taxes."""
"on Tuesday, June 28th, 2011",James Clyburn,"
	""We do not want to raise anybody's tax rates. That's never been on the table."""
"on Tuesday, June 28th, 2011", Democratic Congressional Campaign Committee,"
	""Rep. Jim Renacci’s plan to end Medicare also puts nursing home care for 3,000 seniors in the district in immediate jeopardy."""
"on Tuesday, June 28th, 2011",Al Roker,"
	""(Birmingham, Ala.) is the cradle of the civil rights movement."""
"on Tuesday, June 28th, 2011",Frank Lautenberg,"
	""Since 2004, there have been some 1,300 attacks (on rail targets). Four thousand people have died. Thousands of injuries."""
"on Monday, June 27th, 2011",Michele Bachmann,"
	""Under Barack Obama the last two years, the number of federal limousines for bureaucrats has increased 73 percent."""
"on Monday, June 27th, 2011",Harry Reid,"
	""Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies we’ve implemented."""
"on Monday, June 27th, 2011",Nathan Deal,"
	A ""substantial number"" of probationers participating in a pilot project to ease the farm labor shortage are able to ""finish the work."""
"on Sunday, June 26th, 2011", Better Austin Today Political Action Committee,"
	""Under Randi Shade,"" Austin has ""had the highest cost of living of any large Texas city.""
	
	 "
"on Friday, June 24th, 2011",Jay Carney,"
	In the Republican presidential debate in New Hampshire, none of the candidates mentioned the ""middle class"" or ""education."""
"on Friday, June 24th, 2011",Tim Pawlenty,"
	Says President Barack Obama promised he would cut the deficit in half, but instead will at least double it."
"on Friday, June 24th, 2011",Vern Buchanan,"
	Vern Buchanan ""has been completely exonerated"" in a Federal Election Commission action."
"on Monday, June 20th, 2011",Herman Cain,"
	Muslims tried to use Sharia law to influence court decisions in New Jersey and Oklahoma"
"on Monday, June 20th, 2011",Chris Widener,"
	Says tax revenue was lower than expected in May and ""that's basically a clear indication the governor's counselors are probably right -- that we are still not out of the woods yet."""
"on Friday, June 17th, 2011",John Kasich,"
	""The president came in and campaigned against me 12 times."""
"on Friday, June 17th, 2011",Chris Christie,"
	Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania."
"on Wednesday, June 15th, 2011",Adam Hasner,"
	Says George LeMieux ""even compared Marco Rubio to Barack Obama."""
"on Wednesday, June 15th, 2011", Wisconsin Manufacturers and Commerce,"
	Protesters ""attacked"" the group’s headquarters with ""graffiti on the sidewalk"" and ""stenciled images … smeared on the building and statue."""
"on Tuesday, June 14th, 2011",Michele Bachmann,"
	""The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs."""
"on Tuesday, June 14th, 2011",Adam Hasner,"
	""Earlier this year, the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800,000 jobs."""
"on Sunday, June 12th, 2011",Roberto DaSilva,"
	""Ten percent of violent deaths in the U.S. each year are due to strangulation."""
"on Friday, June 10th, 2011",Kevin Bloye,"
	Roughly 700 Georgians die needlessly each year because they are too far from a trauma center."
"on Tuesday, June 7th, 2011",Marjorie Dannenfelser,"
	Planned Parenthood ""raked in more than $300 million in profits over the past four years."""
"on Tuesday, June 7th, 2011",Charlotte Nash,"
	""We have the best schools in the United States."""
"on Monday, June 6th, 2011",Sarah Palin,"""Part of his ride was to warn the British that were already there that, 'Hey, you're not going to succeed.' ""
"
"on Monday, June 6th, 2011",Bob Graham,"
	""We had (a bill) in Florida where we now are prohibiting doctors to talk -- particularly pediatricians -- to talk to their patients about gun safety in the home."""
"on Monday, June 6th, 2011", National Republican Congressional Committee,"
	U.S. Rep. Ron Kind, D-Wis., ""and his fellow Democrats went on a spending spree and now their credit card is maxed out"""
"on Monday, June 6th, 2011",Robert Brown,"
	""We in the Democratic Party had no input into the locations of these hearings, nor did we have input into the process."""
"on Sunday, June 5th, 2011",Don Zimmerman,"
	""Every time you buy an airline ticket, the federal government runs a background check on you."""
"on Friday, June 3rd, 2011", National Republican Congressional Committee,"
	Democratic Reps. Cicilline, Boswell, Carnahan and Critz ""demanded that Congress vote to increase the nation’s debt limit without making any spending cuts."""
"on Friday, June 3rd, 2011",Sarah Palin,"
	We are looking at ""150,000 barrels (of oil) per day less next year, and 200,000 barrels per day less being able to be developed from the gulf the year after"" because of the moratorium on new drilling enacted by the Obama administration."
"on Thursday, June 2nd, 2011", National Republican Congressional Committee,"
	""Gerry Connolly and his fellow Democrats went on a spending spree and now their credit card is maxed out."""
"on Thursday, June 2nd, 2011",Michael Rosen,"
	Wisconsin’s technical college graduates ""have a higher employment rate and starting salaries"" than four-year college graduates nationwide."
"on Tuesday, May 31st, 2011", National Republican Congressional Committee,"
	""Betty Sutton and her fellow Democrats went on a spending spree and now their credit card is maxed out."""
"on Tuesday, May 31st, 2011",Steve Moore,"
	""In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later we're nearly the highest."""
"on Saturday, May 28th, 2011",Rush Limbaugh,"Says Rick Perry is ""the guy that tracked"" down Democratic legislators who fled Texas in 2003.
"
"on Thursday, May 26th, 2011",Rob Portman,"
	""The (health reform) legislation which Washington passed last year has made it more difficult to hire"" because it’s increased costs for employers."
"on Monday, May 23rd, 2011",Kurt Browning,"
	""Early voting remains at 96 hours."""
"on Monday, May 23rd, 2011", AmeriPAC,"
	""The new light bulbs will cost roughly six times the cost of the light bulbs we now use."""
"on Monday, May 23rd, 2011",Rich Zipperer,"
	Deregulation of the state’s telecommunications industry will create 50,000 jobs in Wisconsin."
"on Monday, May 23rd, 2011",Frank Wolf,"
	The U.S. has ""over $62 trillion in unfunded liabilities."""
"on Wednesday, May 18th, 2011",Jay Goyal,"
	Says there are more federal dollars in Gov. John Kasich's budget plan than in the previous state budget."
"on Monday, May 16th, 2011",Barack Obama,"""The (border) fence is now basically complete.""
"
"on Sunday, May 15th, 2011", AFL-CIO,"
	""There are not, nor have there ever been, any boycotts encouraged by our organizations."""
"on Sunday, May 15th, 2011",David Cicilline,"
	""Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan."""
"on Saturday, May 14th, 2011",Charlotte Lehan,"
	If the Sellwood Bridge is not replaced, it will have to be shut down within eight years."
"on Friday, May 13th, 2011",Matt  Wingard,"
	Increasing the bottle deposit to 10 cents on a case of water bottles could literally double the price of that product in the store."
"on Thursday, May 12th, 2011",Sherrod Brown,"
	About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the program’s cost, while one-third are elderly, and they account for two-thirds of the cost."
"on Tuesday, May 10th, 2011",Marco Rubio,"
	""The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. That’s a fact."""
"on Tuesday, May 10th, 2011",John Kasich,"
	""Two million federal workers negotiate zippo, zero. There is no collective bargaining for federal employees."""
"on Monday, May 9th, 2011",Lena Taylor,"
	""Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people."""
"on Friday, May 6th, 2011",Kathie Tovo,"
	Says one of Austin City Council Member Randi Shade’s biggest contributors is the lobbyist for the Formula 1 racetrack planned outside Austin.
	
	 "
"on Thursday, May 5th, 2011",Joe Gibbons,"
	""Polls show that Floridians don't want to repeal the Affordable Care Act."""
"on Sunday, May 1st, 2011",Chris Larson,"
	Republicans offered Wisconsin bar patrons ""free shots (of alcohol) to sign recall petitions against"" Democrats."
"on Sunday, May 1st, 2011",David Cicilline,"
	""We just fought a Republican budget that ends Medicare as we know it."""
"on Friday, April 29th, 2011",JoAnne Kloppenburg,"
	""There are legitimate and widespread anomalies, and widespread questions about the conduct of (the Wisconsin Supreme Court) election, most visibly in Waukesha County, but also in counties around the state.""
	 "
"on Wednesday, April 27th, 2011",Cheryl Grossman,"
	""As far as standing committees, we have 10 fewer standing committees. So we’ve saved the state about a quarter-of-a-million dollars through the reduction of the standing committees."""
"on Friday, April 22nd, 2011",Kathleen Angelucci,"
	""It is a fact that it costs more to run the schools in August."""
"on Thursday, April 21st, 2011", Republican Party of Virginia,"
	Tim Kaine broke a campaign promise not to raise taxes."
"on Thursday, April 21st, 2011",Sarah Palin,"
	Says $38 billion in spending cuts in federal budget compromise is ""less than $1 billion in real cuts."""
"on Sunday, April 17th, 2011",Kathy  Nickolaus,"
	Human error, such as skipping a community in the Wisconsin Supreme Court race, ""is common in (the vote-tabulation) process."
"on Sunday, April 17th, 2011",Bill Fischer,"
	""Full marriage equality [would provide same-sex couples] with about 1,700 rights."""
"on Saturday, April 16th, 2011",Joaquin Castro,"
	""43,000 people are going to be kicked out of nursing homes or denied nursing home entrance"" if the Texas House version of the state budget passes into law."
"on Friday, April 15th, 2011", Texas Department of Transportation,"
	""A DWI costs $17,000."""
"on Wednesday, April 13th, 2011",Mike Pence,"A Republican proposal changes Medicare for those under age 55 so that they will  ""participate in the same kind of health plan that members of Congress do.""
"
"on Tuesday, April 12th, 2011",Robert Hurt,"
	A cap-and-trade bill would ""destroy over 50,000 jobs in Virginia."""
"on Tuesday, April 12th, 2011",Tim Pawlenty,"
	""In 2009, we cut state spending in real terms for the first time in 150 years."""
"on Saturday, April 9th, 2011",Bob McDonnell,"
	""When I took office last year we faced historic budget deficits of $6 billion here in Virginia.  And we closed those deficits by cutting spending."""
"on Saturday, April 9th, 2011",Donna Howard,"
	""Fifty percent of our students who enter higher education need to take remedial courses because they are not prepared for college-level work."""
"on Saturday, April 9th, 2011",Michael  Denbrow,"
	Undocumented students who qualify for in-state Oregon tuition are ""actively working toward U.S. citizenship."""
"on Monday, April 4th, 2011",Jimmie Don Aycock,"
	""Some of the colleges, including A&M, have already guaranteed that they will not increase their tuition."""
"on Thursday, March 31st, 2011",Morgan Griffith,"
	""Originally, Democrats promised that if you liked your health care plan, you could keep it. One year later we know that you need a waiver to keep your plan."""
"on Thursday, March 31st, 2011",George Nee,"
	""Public sentiment in favor of collective bargaining and in favor of the unions has actually gone up as these governors, I think, have overreached and gone too far and tried to destroy the labor movement."""
"on Wednesday, March 30th, 2011",Calvine Rollins,"
	Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions."
"on Tuesday, March 29th, 2011", Greater Wisconsin Committee,"
	As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up."
"on Sunday, March 27th, 2011",JoAnne Kloppenburg,"
	Says Wisconsin Supreme Court Justice David Prosser ""has prejudged matters that are likely to come before the court."""
"on Thursday, March 24th, 2011",Scott Fitzgerald,"
	Wisconsin was embroiled in a ""constitutional crisis"" brought on by the Democratic senators fleeing the state for Illinois to block Gov. Scott Walker's budget-repair bill.
	
	 "
"on Tuesday, March 22nd, 2011",Morgan Griffith,"
	""Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation."""
"on Tuesday, March 22nd, 2011",Ann Coulter,"""There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.""
"
"on Tuesday, March 22nd, 2011",John Thrasher,"
	Says taxpayer resources are being used ""to facilitate private political agendas"" through automatic payroll deduction of union dues.
	 "
"on Monday, March 21st, 2011",Chris Larson,"
	Senate Democrats who left the state for weeks to delay a vote on union bargaining power exercised a ""Wisconsin filibuster"" provided by the state’s constitution."
"on Sunday, March 20th, 2011",David Cicilline,"""When I took office in 2003, we had very little reserves.""
"
"on Friday, March 18th, 2011", Milwaukee Police Association,"
	Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee."
"on Friday, March 18th, 2011",Rick Perry,"Says the state’s rainy day fund is ""our insurance policy against a major natural disaster.""

 
"
