statement_edition,statement_source,statement_text
"on Monday, March 29th, 2010",Michele Bachmann,"""The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care."""
"on Monday, March 29th, 2010",Charlie Crist,"""The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month."""
"on Sunday, March 28th, 2010",Charlie Crist,"Rubio's tax swap proposal ""would have been a massive tax increase."""
"on Sunday, March 28th, 2010",Marco Rubio,"Did not vote for tax increases as a member of the West Miami City Commission.
"
"on Friday, March 26th, 2010",Kendrick Meek,"""Marco Rubio thinks that government shouldn't be in the health care business at all."""
"on Thursday, March 25th, 2010",Joe Scarborough,"The health care reform bill ""is the largest tax increase in U.S. history.""
"
"on Thursday, March 25th, 2010",Richard Durbin,"""Joe, I keep hearing you every morning talking about the biggest tax increase in history, but you don't mention it's also the biggest tax cut in history.''"
"on Tuesday, March 23rd, 2010",Bob Schieffer,"The Iraq war has been ""our longest war."""
"on Friday, March 19th, 2010",Karl Rove,"""Kay Bailey Hutchison was elected state treasurer,  succeeding Ann Richards. Democrats then abolished the position ...  Hutchison later became a U.S. senator."""
"on Monday, March 15th, 2010",Mitt Romney,"Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""
"
"on Sunday, March 14th, 2010",Cathie Adams,“Bill White ...offered sanctuary to illegal immigrants.”
"on Wednesday, March 10th, 2010",Bart Stupak,"In the Senate version of the health reform bill, ""Every enrollee in the Office of Personnel Management enrolled plan, every enrollee has to pay a minimum of $1 per month towards reproductive rights, which includes abortion."""
"on Friday, March 5th, 2010",Alex Sink,"""Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it."""
"on Thursday, March 4th, 2010",Michele Bachmann,"""President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any."""
"on Wednesday, March 3rd, 2010",Mindy Montford,"
	Says she’s ""tried over 100 jury cases in Travis County courts."""
"on Tuesday, March 2nd, 2010",Charlie Crist,"""We worked together to enact ... the largest tax cut in Florida history."""
"on Tuesday, March 2nd, 2010",Mitt Romney,"""He (Obama) has done several things well. Most of those things are places where  he changed his view from where he had during the campaign. So, for instance, he's  left our troops in Iraq and they're being more successful there. He boosted our  effort in Afghanistan, which is the right course to take. He did not close  Guantanamo, thank heavens."""
"on Tuesday, February 23rd, 2010",Sarah Palin,"""We were promised (the stimulus) would provide 'green jobs' for Americans, but 80% of the $2 billion they spent on alternative energy went to purchase wind turbines built in China!"""
"on Monday, February 22nd, 2010",Harry Reid,"""We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is."""
"on Saturday, February 20th, 2010",Eve Schatelowitz Alcantar,"“In this judicial race, special  interest groups have demanded  money from me, in exchange for  endorsement and support.”"
"on Friday, February 19th, 2010",Kinky Friedman,"
	""The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias."""
"on Thursday, February 18th, 2010",Farouk Shami,"
	""My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs."""
"on Wednesday, February 17th, 2010",Bill White,"
	""As Houston's mayor, I helped our area lead the nation in job growth."""
"on Tuesday, February 16th, 2010",Ben Bius,"
	Says state Sen. Steve Ogden was the ""driving force behind business income tax hurting small business, crafted the Robin Hood school finance scheme making property taxes skyrocket, wrote a budget that will result in a $14 billion deficit and voted against"" gun freedoms."
"on Sunday, February 14th, 2010",Rick Perry,"
	Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency."
"on Saturday, February 13th, 2010",Farouk Shami,"
	""We have killed lots of innocent people in the state of Texas."""
"on Thursday, February 11th, 2010", Chain email,"On the new dollar coins, ""'In God We Trust' is gone!"""
"on Tuesday, February 9th, 2010",Sarah Palin,"Vice President Joe Biden's meeting ""with the transparency and accountability board . . . was closed to the public."""
"on Monday, February 8th, 2010",Sarah Palin,"""Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' """
"on Friday, February 5th, 2010",Debra Medina,"
	""For the hour after the (Jan. 14) debate, 'Debra Medina' was the No. 1 search on Google and for the remainder of that night No. 3."""
"on Wednesday, February 3rd, 2010",Scott Brown,"""Federal employees are making twice as much as their private counterparts."""
"on Friday, January 29th, 2010",Jeb Hensarling,"""What were the old annual deficits under Republicans have now become the monthly deficits under Democrats."""
"on Wednesday, January 27th, 2010",Barack Obama,"""We've excluded lobbyists from policymaking jobs."""
"on Monday, January 25th, 2010",Kay Bailey Hutchison,"
	""We have over 300 state agencies. Forty-five of those agencies are related to health care."""
"on Monday, January 25th, 2010",Dick Armey,"""Right now the Tea Party polls higher than the Republicans and the Democrats.""
"
"on Friday, January 22nd, 2010",Joe Biden,"""As long as I have served . . . This is the first time  every single solitary decision has required 60 senators."""
"on Thursday, January 21st, 2010",Kay Bailey Hutchison,"“The largest tax increase that we have ever had in our state is yours – it is the business margins tax that you signed, governor.”"
"on Thursday, January 21st, 2010", Chain email,"The Democrats' health care bills would provide ""free health care for illegal immigrants."""
"on Thursday, January 21st, 2010", Chain email,"The House health care bill provides for ""free abortion services, and probably forced participation in abortions by members of the medical profession."""
"on Wednesday, January 20th, 2010",Kay Bailey Hutchison,"
	Health care reform: ""Everything about it is going to raise costs, raise taxes and lower the quality of health care."""
"on Friday, January 15th, 2010",Rick Perry,"
	Says Kay Bailey Hutchison voted for sanctuary cities."
"on Friday, January 15th, 2010", Texas Democratic Party,"
	Says Rick Perry's ""Pay to Play"" politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in children's health insurance"
"on Tuesday, January 12th, 2010",Rick Perry,Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.
"on Tuesday, January 12th, 2010", Republican Party of Texas,"
	Says Bill White is for gay marriage."
"on Wednesday, December 23rd, 2009",Ben Nelson,"A Medicaid provision added to the Senate health care reform bill ""is not a special deal for Nebraska."""
"on Tuesday, December 15th, 2009",Tom Harkin,"""Today and every day, an estimated 14,000 Americans will lose their health insurance coverage."""
"on Friday, December 11th, 2009",James Inhofe,"The Climatic Research Unit e-mails show that the science behind climate change ""has been pretty well debunked.""
"
"on Thursday, December 10th, 2009",Rush Limbaugh,"A recent drop in the unemployment rate is questionable because it was calculated ""over two days of the Thanksgiving week.""
"
"on Tuesday, December 8th, 2009",Bobby Jindal,"""I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before."""
"on Monday, December 7th, 2009",Glenn Beck,"Labor union president Andy Stern is ""the most frequent visitor"" at the White House.
"
"on Monday, December 7th, 2009",Barack Obama,"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy."""
"on Wednesday, December 2nd, 2009",Glenn Beck,"Less than 10 percent of Obama's Cabinet appointees ""have any experience in the private sector.""
"
"on Friday, November 27th, 2009", Chain email,"""The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.""

 
"
"on Wednesday, November 25th, 2009",Marco Rubio,"""I have never voted for a tax increase."""
"on Friday, November 20th, 2009",John Boehner,"Senate health care legislation will ""levy a new 'abortion premium' fee on  Americans in the government-run plan."""
"on Wednesday, November 18th, 2009",Ron Wyden,"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option."""
"on Tuesday, November 17th, 2009",Sarah Palin,"""Ronald Reagan faced an even worse recession"" than the current one."
"on Tuesday, November 17th, 2009",Sarah Palin,"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN."
"on Monday, November 16th, 2009",Sarah Palin,"Says she couldn't take  stimulus money because it required ""universal building codes."""
"on Wednesday, November 11th, 2009",C.W. Bill Young,"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away."""
"on Tuesday, November 10th, 2009",Charlie Crist,"""I signed the largest single tax cut in the history of Florida, a $25 billion tax cut over five years, directed at property tax cuts."""
"on Tuesday, November 10th, 2009",Glenn Beck,"""Mitt Romney ... gave you government health care that is now bankrupting the state"" of Massachusetts.
"
"on Monday, November 9th, 2009",Nita Lowey,"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money."""
"on Thursday, November 5th, 2009", Americans United for Change,"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages."""
"on Wednesday, November 4th, 2009", House Republican Conference,"Health care reform ""establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase."""
"on Monday, November 2nd, 2009",Tom  McClintock,"Three presidents in the last century — Harding, Kennedy and Reagan — all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite."""
"on Friday, October 30th, 2009",Patrick Kennedy,"""One-third of the health care dollar goes to no such thing as health care; it goes to the insurance companies."""
"on Wednesday, October 28th, 2009",John Boehner,"""Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do."""
"on Tuesday, October 27th, 2009",Bill O'Reilly,"When White House communications director Anita Dunn said that Mao Tse-tung was ""one of her favorite philosophers, only Fox News picked that up.""
"
"on Tuesday, October 27th, 2009",Mary Matalin,"""For the last decade the climate has been cooling.""
"
"on Tuesday, October 27th, 2009",Rachel Maddow,"""President Bush never did one interview with the New York Times during his entire presidency.""
"
"on Friday, October 23rd, 2009",Charlie Crist,"""Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month."""
"on Tuesday, October 20th, 2009", Gun Owners of America,"The Baucus health care bill ""could be used to ban guns in home self-defense."""
"on Thursday, October 15th, 2009",Glenn Beck,"Forty-five percent of doctors ""say they'll quit"" if health care reform passes.
"
"on Wednesday, October 14th, 2009", Chain email,"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus."""
"on Tuesday, October 13th, 2009", Americans United for Change,"
	""Baseball and insurance are the only industries exempt from antitrust laws.""
"
"on Friday, October 9th, 2009",John Kline,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime."""
"on Wednesday, October 7th, 2009", PlantsNeedCO2.org,"""Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.""
"
"on Monday, October 5th, 2009",Barney Bishop,"""There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed."""
"on Friday, October 2nd, 2009",Michael Moore,All the talk about socialism during the campaign made young people more interested in it by Election Day.
"on Thursday, October 1st, 2009",Michael Moore,"""The majority actually want single-payer health care."""
"on Wednesday, September 30th, 2009", House Republican Conference,Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.
"on Wednesday, September 30th, 2009",Steve Doocy,"White House Political Director Patrick Gaspard once served as the ""right-hand man"" for Bertha Lewis, who heads up ACORN."
"on Tuesday, September 22nd, 2009",Bruce Braley,"""Recent census data shows that the average American family spends over $13,000 a year for health care coverage."""
"on Monday, September 21st, 2009", National Right to Life Committee,"""Under the Baucus bill ... federal funds would subsidize coverage of elective abortions."""
"on Friday, September 18th, 2009",Lamar Alexander,"The Obama administration's cap-and-trade plan would create ""a $1,761 yearly energy tax.""
"
"on Friday, September 18th, 2009", Health Care for America Now,"Health insurance companies deny ""1 out of 5 treatments prescribed by doctors."""
"on Thursday, September 17th, 2009",Barack Obama,"Insurers delayed an Illinois man's treatment, ""and he died because of it."""
"on Tuesday, September 15th, 2009",Howard Dean,"""Every other democracy in the world has a health care system that covers everybody, and we don't."""
"on Tuesday, September 15th, 2009",Thomas Sowell,"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days — after which it sat on the president's desk for three days, while he was away on vacation."""
"on Friday, September 11th, 2009", Chain email,"A new bill ""was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt."""
"on Thursday, September 10th, 2009",Barack Obama,"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do."
"on Wednesday, September 9th, 2009",Joe Wilson,"""You lie!"" (in response to President Obama saying health reform would not insure illegal immigrants.)"
"on Wednesday, September 9th, 2009",Barack Obama,"Preventive care ""saves money."""
"on Tuesday, September 8th, 2009",John Carter,"""The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes."""
"on Thursday, September 3rd, 2009",Arne Duncan,"A scheduled speech by President Barack Obama will be ""the first time an American president has spoken directly to the nation's school children about persisting and succeeding in school."""
"on Thursday, September 3rd, 2009", Investor's Business Daily,"""Cap-and-trade is wildly unpopular with Americans.""
"
"on Friday, August 28th, 2009",Howard Dean,"""All the really great programs in American history, Social Security, was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board."""
"on Tuesday, August 25th, 2009",Howard Dean,"""There's no rationing in any of these bills."""
"on Tuesday, August 25th, 2009",John Boehner,"The health bill's plan for comparative effectiveness research ""would be used by the government to ration care."""
"on Monday, August 24th, 2009",Barack Obama,"""If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars."""
"on Thursday, August 20th, 2009",Bernie Sanders,"""We spend twice as much per capita on health care as any other nation on Earth."""
"on Thursday, August 20th, 2009", Progressive Change Campaign Committee,76 percent of Americans want a public health care option.
"on Thursday, August 13th, 2009",Sarah Palin,"A provision in the health care reform bill for end-of-life counseling for seniors is not ""entirely voluntary."""
"on Wednesday, August 12th, 2009",Michele Bachmann,"Ezekiel Emanuel, one of President Obama's key health care advisers, ""says medical care should be reserved for the nondisabled. So watch out if you're disabled."""
"on Wednesday, August 12th, 2009",Barack Obama,"""I have not said that I was a single-payer supporter."""
"on Friday, August 7th, 2009",John Boehner,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars."""
"on Friday, August 7th, 2009",Paul Krugman,"During the 2005 fight over Social Security, ""there were noisy demonstrations — but they were outside the events,"" and opponents were ""not disruptive — crowds booed lines they didn’t like, but that was about it.""
"
"on Friday, August 7th, 2009", Bloggers,Health care reform legislation is “likely to mandate free ‘sex change’ surgeries.”
"on Thursday, August 6th, 2009", Club for Growth,"The health care reform plan would set limits similar to the ""socialized"" system in Britain, where people are allowed to die if their treatment would cost more than $22,000."
"on Wednesday, August 5th, 2009",Barack Obama,"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago."""
"on Monday, August 3rd, 2009",Kimberly Guilfoyle,"If you log into the government's Cash for Clunkers Web site (cars.gov) from your home computer, the government can ""seize all of your personal and private"" information, and track your computer activity.

 

 
"
"on Monday, August 3rd, 2009",Dan Lungren,"President Barack Obama suggested on national TV that the Democratic health care bill ""will have government decide"" that a healthy, 100-year-old woman in need of a pacemaker ""should take a pain pill"" instead."
"on Monday, August 3rd, 2009",Russ Carnahan,"""The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus."""
"on Tuesday, July 28th, 2009", WorldNetDaily,"
	White House spokesman Robert Gibbs ""lied"" when he said President Obama's birth certificate is posted on the Internet."
"on Thursday, July 23rd, 2009",Barack Obama,"Health insurance companies are ""making record profits, right now."""
"on Tuesday, July 14th, 2009", Presente.org,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.
"on Tuesday, July 14th, 2009", Republican National Committee,"The Obama administration offered ""$900 million to Hamas, a recognized terrorist organization, to rebuild Gaza."""
"on Friday, July 10th, 2009",Ann Coulter,"""Obama's Justice-designate Sotomayor threw out (the New Haven firefighters') lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of 'talk to the hand.'""
"
"on Wednesday, July 8th, 2009",Barack Obama,"""We import more oil today than ever before."""
"on Tuesday, July 7th, 2009",John Boehner,"""In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government."""
"on Wednesday, June 24th, 2009",Keith Olbermann,"""Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.""
"
"on Monday, June 22nd, 2009",Sean Hannity,"Under the ""Cash for Clunkers"" program, ""all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500."""
"on Friday, June 19th, 2009",Glenn Beck,"""Why do we have automatic citizenship upon birth? We're the only country in the world that has it.""
"
"on Tuesday, June 16th, 2009", Americans United for Change,"""A new poll shows 62 percent support the president's plan to reform health care. That means ... letting you choose between keeping the private insurance you have and a public health insurance plan."""
"on Friday, June 12th, 2009",Karl Rove,"Under a public health care option, 120 million Americans will ""lose what they now get from private companies and be forced onto the government-run rolls as businesses decide it is more cost-effective for them to drop coverage.""
"
"on Thursday, June 11th, 2009",Sarah Palin,"Palin said stimulus money for weatherization required ""universal energy building codes for Alaska, kind of a one-size-fits-all building code that isn't going to work up there in Alaska."""
"on Friday, June 5th, 2009",Bill O'Reilly,"Says he didn't call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what ""some prolifers branded him.""
"
"on Thursday, May 21st, 2009",Michele Bachmann,"ACORN ""could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states."""
"on Tuesday, May 19th, 2009",Mike Pence,"The Democrats propose ""a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.""
"
"on Tuesday, May 12th, 2009",Nancy  Pelosi,"""We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used."""
"on Wednesday, April 15th, 2009",Joe Scarborough,"President Obama has never received a paycheck from a profitmaking business in his entire life.
"
"on Friday, April 10th, 2009",Rush Limbaugh,"""You can't read a speech by George Washington . . . without hearing him reference God, the Almighty.""
"
"on Friday, April 10th, 2009",Rachel Maddow,"Gov. Sarah Palin ""got precisely zero support for her call for Alaska's Democratic Senator Mark Begich to resign because Ted Stevens' corruption conviction was overturned.""
"
"on Tuesday, April 7th, 2009",Lawrence O'Donnell,"""There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.""
"
"on Friday, April 3rd, 2009", Chain email,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them."""
"on Wednesday, April 1st, 2009", Cato Institute,"""There has been no net global warming for over a decade now.""
"
"on Wednesday, April 1st, 2009",Michele Bachmann,"""Secretary Geithner has left the option on the table"" of abandoning the dollar for a multinational currency."
"on Tuesday, March 24th, 2009", House Republican Conference,"Obama nominee Dawn Johnsen ""called motherhood 'involuntary servitude.'"""
"on Friday, March 13th, 2009",Barack Obama,"""In eighth grade math, we’ve fallen to ninth place."""
"on Thursday, March 12th, 2009",Charles Schumer,"
	""No Bridge to Nowhere could occur."""
"on Wednesday, March 11th, 2009",Peter Orszag,"""Look, the earmarks have come down significantly, 75 percent."""
"on Thursday, March 5th, 2009",Tom Coburn,"""Under the Obama plan . . . all the health care in this country is eventually going to  be run by the government."" "
"on Tuesday, March 3rd, 2009",Mitch McConnell,"""In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined."""
"on Monday, March 2nd, 2009", Democratic congressional leadership,The omnibus bill has only $3.8 billion in earmarks.
"on Friday, February 27th, 2009",John McCain,"""The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops."""
"on Wednesday, February 25th, 2009",Mark Sanford,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy."""
"on Monday, February 23rd, 2009",Mark Sanford,"""The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019."""
"on Friday, February 13th, 2009",Mike Pence,"The stimulus has ""$30 million in there to protect mice in San Francisco.""
"
"on Friday, February 13th, 2009",Jim DeMint,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study."""
"on Wednesday, February 4th, 2009",Robert Gibbs,"""There are no earmarks"" in the stimulus bill."
"on Friday, January 30th, 2009",Barack Obama,"""There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy."""
"on Tuesday, January 27th, 2009",Eric Cantor,"""For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington."""
"on Thursday, January 22nd, 2009",Eric Cantor,"Says a Congressional Budget Office report on spending by House Democrats in the economic stimulus concluded it ""is just not stimulus. It won't help the economy grow."""
"on Friday, January 16th, 2009",Nancy  Pelosi,"Bush's tax cuts for high earners ""have been the biggest contributor to the budget deficit."""
"on Tuesday, January 13th, 2009",Spencer  Bachus,"""Even with recent changes, the average hourly wage at General Motors is still $75 an hour."""
"on Wednesday, December 3rd, 2008",Barack Obama,"""Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare — $882-billion worth."""
"on Wednesday, December 3rd, 2008",John McCain,"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000."""
"on Monday, December 1st, 2008",John McCain," 
""Obama raises taxes on seniors (and) hard-working families to give welfare to those who pay none.""
 "
"on Tuesday, October 28th, 2008",John McCain,"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'"""
"on Monday, October 27th, 2008", Republican Party of Florida,"""Barack Obama has consistently voted against tougher penalties for criminals.""

 
"
"on Tuesday, October 21st, 2008",John McCain,"""Sen. Obama's campaign announced that he's choosing his  cabinet."""
"on Friday, October 17th, 2008", Chain email,"""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers."""
"on Friday, October 17th, 2008",John McCain,"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration."""
"on Thursday, October 16th, 2008",Barack Obama,"""The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots."""
"on Wednesday, October 15th, 2008",John McCain,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you."""
"on Wednesday, October 15th, 2008",Barack Obama,"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you."""
"on Thursday, October 9th, 2008", BornAliveTruth.org,Barack Obama opposed a bill that would have saved Gianna Jessen's life.
"on Thursday, October 9th, 2008",Barack Obama,"John McCain accused Barack Obama ""of letting infants die."""
"on Wednesday, October 8th, 2008",John McCain,"Barack Obama's plan calls for ""mandates and fines for small businesses."""
"on Tuesday, October 7th, 2008",John McCain,"""1.3-million people in America make their living off eBay."""
"on Tuesday, October 7th, 2008",John McCain,"""Senator Obama has voted 94 times to either increase your taxes or against tax cuts."""
"on Tuesday, October 7th, 2008",Barack Obama,"""Oil companies ...currently have 68-million acres that they're not using."""
"on Friday, October 3rd, 2008",Sarah Palin,"""We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever."""
"on Wednesday, October 1st, 2008",John McCain,"""Obama, Biden and their liberal allies oppose clean coal."""
"on Friday, September 26th, 2008",John McCain,"""President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy."""
"on Thursday, September 25th, 2008",Sarah Palin,"""If an Iranian woman shows too much hair in public, she risks being beaten or killed."""
"on Wednesday, September 24th, 2008",Barack Obama,"
McCain ""has opposed stem cell research.""
"
"on Tuesday, September 23rd, 2008", National Rifle Association,"""Obama's Ten Point Plan to 'Change' The Second Amendment….Ban the manufacture, sale and possession of handguns."""
"on Monday, September 22nd, 2008",Barack Obama,"""But if my opponent had his way, the millions of Floridians who rely on it would've had their Social Security tied up in the stock market this week."""
"on Wednesday, September 17th, 2008",Douglas Holtz-Eakin,"Holding up a BlackBerry, McCain campaign adviser says, ""you’re looking at the miracle John McCain helped create."""
"on Tuesday, September 16th, 2008",John McCain,"""I have never asked for a single earmark, pork barrel project for my state of Arizona."""
"on Thursday, September 4th, 2008",John McCain,"""My opponent promises to bring back old jobs by wishing away the global economy."""
"on Thursday, September 4th, 2008",John McCain,"Palin had ""executive experience"" in the PTA."
"on Wednesday, September 3rd, 2008", MoveOn.org,"""(Palin) supported right-wing extremist Pat Buchanan for president in 2000."""
"on Tuesday, September 2nd, 2008",Fred Thompson,"""He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' ""
"
"on Tuesday, September 2nd, 2008",Joe Lieberman,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done."""
"on Tuesday, September 2nd, 2008",Fred Thompson,"Sarah Palin ""has more experience than Barack Obama."""
"on Sunday, August 31st, 2008",John McCain,"When Sarah Palin was in government, Barack Obama was a community organizer."
"on Wednesday, August 27th, 2008",Hillary Clinton,"McCain ""still thinks it's okay when women don't earn equal pay for equal work."""
"on Wednesday, August 27th, 2008",John McCain,"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'"""
"on Thursday, August 21st, 2008",Barack Obama,"""The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''"
"on Wednesday, August 20th, 2008",Jerome R.  Corsi,"Barack Obama ""openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006."" "
"on Wednesday, August 20th, 2008",Jerome R.  Corsi,"Barack Obama has ""pledged to reduce the size of the military."""
"on Monday, August 18th, 2008",Barack Obama,"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill."
"on Tuesday, August 12th, 2008",John McCain,"Obama plans ""a tax increase for everyone earning more than $42,000 a year."""
"on Friday, August 8th, 2008",Barack Obama,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent."""
"on Thursday, August 7th, 2008",Barack Obama,"John McCain refuses to support a new bipartisan energy bill ""because it would take away tax breaks from oil companies like Exxon Mobil."""
"on Monday, August 4th, 2008", Chain email,"John McCain will keep the estate tax at 0 percent, the same as it is now. "
"on Monday, August 4th, 2008", Chain email,"""Obama will charge a 28 percent tax on all home sales."""
"on Monday, August 4th, 2008", Chain email,"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed."""
"on Wednesday, July 30th, 2008", VoteVets.org,"""Sen. McCain would occupy Iraq indefinitely, against their wishes."" "
"on Monday, July 28th, 2008", Chain email,"Obama ""shunned the opportunity to talk to soldiers to thank them for their service."""
"on Thursday, July 24th, 2008", Let Freedom Ring,Says Obama flip-flopped on withdrawing troops from Iraq.
"on Monday, July 21st, 2008",John McCain,"""Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!"""
"on Thursday, July 17th, 2008",John McCain,"""I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations."""
"on Tuesday, July 15th, 2008", Chain email,"Barack Obama wants to ""unilaterally disarm our nation."""
"on Friday, July 11th, 2008",Barack Obama,"The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products."""
"on Thursday, July 10th, 2008",John McCain,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately."" "
"on Wednesday, July 9th, 2008",John McCain,"""If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes."""
"on Wednesday, July 9th, 2008",Barack Obama,"""Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding."""
"on Tuesday, July 8th, 2008", Chain email,"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China."
"on Monday, July 7th, 2008",John McCain,"""The Iranians continue – in the view of every objective observer – continue to pursue the acquisition of nuclear weapons."""
"on Tuesday, July 1st, 2008",Wesley Clark,"McCain ""hasn't held executive responsibility."""
"on Thursday, June 19th, 2008",John McCain,"""We must deal with the here and now and assure affordable fuel for America by increasing domestic production."""
"on Tuesday, June 17th, 2008", Republican National Committee,Obama couldn't have afforded his home without Rezko's help.
"on Tuesday, June 17th, 2008", Republican National Committee,"""Did Obama know that Tony Rezko was saving him $300,000 on the purchase of his home?"""
