statement_edition,statement_source,statement_text
"on Friday, August 12th, 2011",Bob Wirch,"
	Says he ""helped bring"" Uline company to Kenosha area, ""creating 800 local jobs."""
"on Thursday, August 11th, 2011", Democratic Party of Wisconsin,"
	""Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote""
	 "
"on Friday, August 5th, 2011",Alberta Darling,"
	Says state Rep. Sandy Pasch, her recall opponent, ""voted to allow public school employees to use taxpayer dollars to pick up the tab for…Viagra."""
"on Thursday, August 4th, 2011",Nancy Nusbaum,"
	Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants ""not to the highest bidder, but to the biggest donors"" with no oversight."
"on Wednesday, August 3rd, 2011",Harry Reid,"
	There was a ""loss of eight million jobs during the Bush eight years."""
"on Thursday, July 28th, 2011", Ohio Democratic Party,"
	Says Ohio Treasurer Josh Mandel ""supports allowing the United States to default on its obligations."""
"on Monday, July 25th, 2011", Federal Transit Administration,"
	The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years."
"on Friday, July 22nd, 2011",Victoria Jackson,"
	""A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army."""
"on Friday, July 22nd, 2011",Randy Hopper,"
	Says Wisconsin Senate recall candidate Jessica King ""voted to increase her pay with taxpayer dollars by 63 percent."""
"on Thursday, July 21st, 2011",Bob McDonnell,"
	Virginia state employees ""pay nothing"" toward their pensions."
"on Thursday, July 21st, 2011", Ocean State Policy Research Institute,"""Dubious taxpayer-funded"" stimulus spending -- Part II.
"
"on Thursday, July 14th, 2011", Chain email,"
	Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law."
"on Thursday, July 14th, 2011",Shelly Moore,"
	Says state Sen. Sheila Harsdorf wants to ""eliminate Medicare"" as we know it."
"on Wednesday, July 13th, 2011",Joseph Trillo,"""There are 30,000 people that have been killed with seat belts.""
"
"on Monday, July 11th, 2011",Shirley Franklin,"
	Former Atlanta Public Schools Superintendent Beverly Hall left the school district ""significantly better than she found it."""
"on Monday, July 4th, 2011", Chain email,"
	Says that President Obama said, ""Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?"" "
"on Friday, July 1st, 2011",Jeff Fitzgerald,"
	Says Wisconsin’s 2011-13 state budget contains ""no fee increases"""
"on Thursday, June 30th, 2011",Dan Kapanke,"
	""Protesters caused $7.5 million in damage to the Wisconsin State House"""
"on Wednesday, June 29th, 2011",Barack Obama,"
	""What I have done -- and this is unprecedented ... is I've said to each agency ... 'look at regulations that are already on the books and if they don't make sense, let's get rid of them.'""
	 "
"on Sunday, June 26th, 2011",David Cicilline,"
	The WIC program ""is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet."""
"on Friday, June 24th, 2011", Republican Party of Virginia,"
	Phil Puckett ""voted no on sending the EPA a message that they’ve gone too far not once, but twice."""
"on Friday, June 24th, 2011",Roxanne Ross,"
	Multnomah County’s food action plan ""clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice."" "
"on Thursday, June 16th, 2011",Mike Stenhouse,"
	""It’s just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.""
"
"on Sunday, June 12th, 2011",Lou Greenwald,"
	Because Gov. Chris Christie vetoed a 30-bill job creation package, ""New Jersey ranks 50th in the nation in job creation."""
"on Friday, June 10th, 2011",Sandy Pasch,"
	Says U.S. Rep. Paul Ryan promised to ""end health care for our seniors."""
"on Wednesday, June 8th, 2011",Herman Cain,"
	""I did not say that I would not have them [Muslims] in my Cabinet."""
"on Tuesday, June 7th, 2011", Chain email,"
	Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011."
"on Tuesday, June 7th, 2011",William G. Batchelder,"
	Says the Ohio Consumers’ Council office employs 74 lawyers and that the funding them is wasteful duplication."
"on Monday, June 6th, 2011",Jeff Kruse,"
	Michigan and Massachusetts raised their bottle deposit and ""could no longer afford the program because the redemptions were so high there was no profit in there."""
"on Sunday, June 5th, 2011",John Tassoni Jr.,"
	The Central Falls School system ""spent $100,000 on a time clock."""
"on Friday, June 3rd, 2011",Mitt Romney,"
	""A few months into office, (President Barack Obama) traveled around the globe to apologize for America."""
"on Friday, June 3rd, 2011",Sarah Palin,"
	""We're going to be looking at $8 billion a day that we're going to be pouring into foreign countries in order to import that make-up fuel that we're going to need to take the place of what we could have gotten out of the gulf."""
"on Thursday, June 2nd, 2011",Mitt Romney,"
	""We are only inches away from ceasing to be a free market economy."""
"on Wednesday, June 1st, 2011", National Republican Congressional Committee,"
	Says that PolitiFact Ohio confirms that Betty Sutton ""maxed out federal debt"""
"on Wednesday, June 1st, 2011",Jim Moran,"
	House Republicans required the use of Styrofoam cups in House cafeterias that are ""part of Koch Industries."""
"on Tuesday, May 31st, 2011",Rob Eissler,"
	""Obesity kills 34 children per hour."""
"on Sunday, May 29th, 2011", Chain email,"Members of Congress ""receive full pay retirement after serving one term.""
"
"on Tuesday, May 24th, 2011",Evan Longoria,"
	Says his barehanded catch posted on YouTube is real."
"on Monday, May 23rd, 2011", Crossroads GPS,"
	""Unions don’t have to comply with Obamacare."""
"on Friday, May 20th, 2011", Chain email,"
	Next year, ""you will be mandated by federal law to get rid of your existing light bulbs."""
"on Friday, May 20th, 2011", AmeriPAC,"
	""The Democrats have already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs."""
"on Thursday, May 19th, 2011",Nancy  Pelosi,"Promotes a chart saying that Barack Obama has ""increased the debt"" by 16 percent, compared to George W. Bush, who increased it by 115 percent.
"
"on Wednesday, May 18th, 2011",Terry McAuliffe,"
	""The $1.8 billion in [transportation] bonding, we don’t have a repayment mechanism."""
"on Tuesday, May 17th, 2011",Janet Napolitano,"
	""Very, very, very few people get a pat-down"" when they go through airport security."
"on Friday, May 13th, 2011",Mitt Romney,"
	President Obama’s health care law ""represents a government takeover of health care."""
"on Wednesday, May 11th, 2011",Christopher Plante,"
	""The people of Rhode Island don't want same-sex marriage.""
"
"on Saturday, May 7th, 2011",Rick Hardcastle,"
	Benzene has ""never been proven to be harmful."""
"on Friday, May 6th, 2011",Mike Bennett,"
	Says people in Africa ""literally walk two and three hundred miles"" in order to vote."
"on Tuesday, May 3rd, 2011",John Thrasher,"
	Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, ""we might have saved the lives of 3,000 Americans."" "
"on Monday, May 2nd, 2011",Troy Fraser,"
	Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors."
"on Monday, May 2nd, 2011",Jon Husted,"
	Says that while his plan would narrow the time for early voting, ""it still will be one of the most aggressive early voting time frames in America."""
"on Thursday, April 28th, 2011",Gordon Robertson,"
	President Obama was ""raised Muslim."""
"on Wednesday, April 27th, 2011",Donald Trump,"
	After the U.S.-led military alliance ejected Saddam Hussein’s forces from Kuwait in 1991, the Kuwaitis ""never paid us."""
"on Wednesday, April 27th, 2011",Leo Berman,"
	Says the hospital listed on Barack Obama’s just-publicized long-form birth certificate denies the president was born there."
"on Wednesday, April 27th, 2011",Donald Trump,"
	""CNN did a poll recently where Obama and I are statistically tied."""
"on Monday, April 25th, 2011",Dan Kapanke,"
	Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car."
"on Wednesday, April 20th, 2011", Democratic Congressional Campaign Committee,"
	""Seniors will have to find $12,500 for health care because Republicans voted to end Medicare."""
"on Thursday, April 14th, 2011", Campaign for America's Future,"
	Says ""Congressman Eric Cantor wants to eliminate Social Security."""
"on Tuesday, April 12th, 2011", Pink Slip Rick,"
	Says Gov. Rick Scott lost Florida 331,247 jobs."
"on Friday, April 8th, 2011",Tim Ryan,"
	""A report in Navy Times said that 7.3 percent of Army, Navy and Marines have thought about attempting suicide."""
"on Friday, April 8th, 2011",Herman Cain,"
	Said Planned Parenthood’s early objective was to ""help kill black babies before they came into the world."""
"on Wednesday, April 6th, 2011",Reince Priebus,"
	""We’ve lost 26 million jobs … since (Obama’s) been president."""
"on Friday, April 1st, 2011", Citizens for a Strong America,"
	Says Wisconsin Supreme Court candidate JoAnne Kloppenburg ""put an 80-year-old farmer in jail for refusing to plant native vegetation on his farm."""
"on Friday, April 1st, 2011",JoAnne Kloppenburg,"
	PolitiFact Wisconsin ""concluded that the charge that Justice Prosser prejudges matters that come before the court is True."""
"on Friday, April 1st, 2011",David Prosser,"
	Says Supreme Court candidate JoAnne Kloppenburg’s record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks."
"on Thursday, March 31st, 2011",John Boehner,"
	Says the Patient Protection and Affordable Care Act adopted last year contains ""a series of slush funds, set up to stay on the books automatically, with little or no oversight.""
	
	 "
"on Tuesday, March 29th, 2011",Michele Bachmann,"
	""One. That's the number of new drilling permits under the Obama administration since they came into office."""
"on Sunday, March 27th, 2011",Jon Brien,"
	Woonsocket needs a garbage-burning power plant because ""residents are paying through the nose for electricity that’s fueled by foreign oil, at prices that are skyrocketing."""
"on Friday, March 25th, 2011", WorldNetDaily,"
	""A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008."""
"on Friday, March 25th, 2011",Grover Norquist,"
	""Withheld union dues fund half of Dem (Democratic) campaigns in Florida."""
"on Thursday, March 10th, 2011",Rick Santorum,"
	""Any child born prematurely, according to the president, in his own words, can be killed."""
"on Thursday, March 10th, 2011", Direct Action for Rights & Equality,"
	""Roughly 25% of RI has a criminal record"""
"on Tuesday, March 8th, 2011",Mike Huebsch,"
	Damage by protesters to the Wisconsin state Capitol will cost $7.5 million to repair."
"on Monday, March 7th, 2011", Florida Chamber of Commerce,"
	
		Says ""union bosses"" bused protesters to a Central Florida education protest.
"
"on Sunday, March 6th, 2011",Kenneth McKay,"
	Says Sheldon Whitehouse said on Senate floor: ""Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist."""
"on Friday, March 4th, 2011", Democratic Party of Wisconsin,"
	As part of efforts to rein in protesters, Republicans in Wisconsin have ""bolted windows inside the Capitol shut."""
"on Friday, March 4th, 2011",Glenn Beck,"Says Michelle Obama has 43 people on her staff; Nancy Reagan had just 3.
"
"on Wednesday, March 2nd, 2011",Jay Hottinger,"
	Says Wendy’s founder ""Dave Thomas left the state literally on his deathbed to avoid the estate tax."""
"on Tuesday, March 1st, 2011", Chain email,"
	Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army ""put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output."""
"on Tuesday, March 1st, 2011",Tom Niehaus,"
	""Unfortunately we have documented instances where people defecated in the (Statehouse) building."""
"on Saturday, February 26th, 2011",Jeff Wentworth,"
	""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed."""
"on Tuesday, February 22nd, 2011",Lena Taylor,"
	Hitler ""abolished unions and that’s what"" Wisconsin Gov. Scott Walker is ""doing today."""
"on Monday, February 21st, 2011",Dan Flynn,"
	""Our children do not spend any time in school learning about our own U.S. Constitution."""
"on Friday, February 18th, 2011",Scott Walker,"
	Says under his budget-repair bill, ""collective bargaining is fully intact."""
"on Friday, February 18th, 2011",Paul Ryan,"
	Wisconsin Gov. Scott Walker’s move to limit collective bargaining rights has led to ""riots"" at the Capitol -- ""It's like Cairo has moved to Madison these days."""
"on Friday, February 18th, 2011", Chain email,"
	Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima"
"on Wednesday, February 16th, 2011", Progressive Change Campaign Committee,"
	Says Wisconsin Gov. Scott Walker ""has threatened to call out the National Guard if workers protest against"" changes to bargaining laws."
"on Wednesday, February 16th, 2011",Tom DeLay,"
	Says Travis County, home to Austin, is the most liberal county in the United States."
"on Monday, February 14th, 2011",Donald Trump,"
	""The people that went to school with (Barack Obama), they never saw him, they don't know who he is."""
"on Sunday, February 13th, 2011",Scott Suder,"
	Four state Assembly Democrats ""scored a death blow to northeast Wisconsin’s economy"" by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay."
"on Wednesday, February 9th, 2011", Chain email,"
	Foreign Trade Zones allow U.S. ""land to be inhabited by Chinese communists -- communists straight from China! They are to set up little towns and live here."""
"on Monday, February 7th, 2011",Lee Holloway,"
	The city building code violations on my properties only involve exterior issues; ""within the households, it’s fine."""
"on Monday, February 7th, 2011",Ron Paul,"
	""The last Christians are about to leave"" Iraq."
"on Sunday, February 6th, 2011",Terry Gorman,"
	""Illegal aliens cost the state of Rhode Island $400 million a year."""
"on Saturday, February 5th, 2011",William G. Batchelder,"
	Says getting ex-cons to successfully return to society is important ""so we are not always faced constantly with recidivism, which is a big problem in the penitentiary today – in the 70 to 80 percent range."""
"on Friday, February 4th, 2011", Democratic Congressional Campaign Committee,"
	Congressman Robert Hurt has a plan to cut education by 40 percent."
"on Tuesday, February 1st, 2011", One Wisconsin Now,"
	""Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending"""
"on Wednesday, January 26th, 2011",William G. Batchelder,"
	Says a ""Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.""
"
"on Sunday, January 23rd, 2011",Victoria Taft,"
	Says a Portland school gives Muslim students ""their own school provided prayer room, prayer rugs,"" and lets them ""out of class five times a day to pray to Allah."""
"on Friday, January 21st, 2011",Brian Moran,"
	The governor has made a ""commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back."" "
"on Friday, January 21st, 2011", Chain email,"
	Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget."
"on Wednesday, January 19th, 2011",Laurence Ehrhardt,"
	If the Stamp Farm wind turbine is built, the ""health risk of 'flicker' impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures."""
"on Tuesday, January 11th, 2011", Chain email,"
	Members of Congress and their families and staff are exempt from repaying student loans."
"on Friday, January 7th, 2011",Ray McBerry,"
	""You’ll find blacks in almost every regiment throughout the South who fought right alongside white Southerners,"" during the Civil War."
"on Thursday, January 6th, 2011",Rick Perry,"
	Says the state's Medicaid waiver proposal ""has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years."""
"on Wednesday, December 22nd, 2010", Chain email,"
	Unemployment and the housing and auto industry crises can be fixed by giving a million dollars to every worker over age 50 to retire."
"on Tuesday, December 21st, 2010",Charlie Sykes,"
	Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials"
"on Monday, December 20th, 2010",Bob Marshall,"
	Those who fail to buy health insurance under ""Obamacare"" face the threat of jail time.  "
"on Thursday, December 16th, 2010",Tim Pawlenty,"
	""Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000."""
"on Thursday, December 16th, 2010",Steve Kagen,"
	""Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center."""
"on Tuesday, December 14th, 2010", Democratic Party of Wisconsin,"
	Governor-elect Scott Walker’s opposition to high-speed rail ""killed 13,000 Wisconsin jobs"""
"on Monday, December 13th, 2010",Donna Garner,"
	Says Joe Straus ""was co-author of a bill that would have allowed Planned Parenthood to control public school sex education."""
"on Friday, December 10th, 2010", The Walking Dead,"
	In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct."
"on Thursday, December 9th, 2010",Rick Scott,"
	""The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.""
	 "
"on Friday, December 3rd, 2010",William Howell,"
	""There’s talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security."" "
"on Friday, December 3rd, 2010",Glenn Beck,"""This town (Wilmington, Ohio) hasn’t taken any money from the government. They don’t want any money from the government.""
"
"on Wednesday, December 1st, 2010", Bloggers,"
	New food safety legislation will regulate backyard gardening."
"on Tuesday, November 23rd, 2010",Carole Smith,"
	Rebuilding three high schools will benefit 40 percent of Portland Public School students. "
"on Wednesday, November 17th, 2010",Michele Bachmann,"
	Small businesses that have ""$250,000 in gross sales for the business. They're the ones that are looking at massive tax increases."""
"on Wednesday, November 17th, 2010", Republican state senators,"
	Said they reached a  ""power-sharing agreement"" with Republican Lt. Gov. Casey Cagle"
"on Wednesday, November 17th, 2010", Chain email,"The cap-and-trade bill before Congress ""prevents you from selling your home without the permission of the EPA administrator.""
"
"on Tuesday, November 16th, 2010",George Allen,"
	President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a ""$1.2 trillion stimulus bill."""
"on Friday, November 12th, 2010",Kathie Glass,"
	Says over 25 percent of the Texas budget funds services to non-U.S. citizens."
"on Friday, November 12th, 2010", Chain email,"
	""Pres. Obama's finance team is recommending a . . . 1% tax on all transactions at any financial institution."""
"on Monday, November 1st, 2010",Mike Prendergast,"
	""Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.""
"
"on Saturday, October 30th, 2010",Jason Isaac,"
	Patrick Rose ""voted to explore a state income tax."""
"on Friday, October 29th, 2010", Committee for Florida's Education,"
	""Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.""
	 
"
"on Friday, October 29th, 2010", Crossroads GPS,"
	""North Dakota's economy is reeling.""
"
"on Friday, October 29th, 2010", Advancing Wisconsin,"
	Says Republican gubernatorial candidate Scott Walker ""increased his own pay by $50,000.""
"
"on Friday, October 29th, 2010", Roy Barnes and Nathan Deal,"
	Vows to keep Georgia's race for governor ""civil"" and focused on the ""positive.""
"
"on Thursday, October 28th, 2010",Ted Strickland,"
	""Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.""
"
"on Thursday, October 28th, 2010", Greater Wisconsin Committee,"
	Says Republican candidates in key Wisconsin Assembly races ""side with those who want to privatize Social Security -- and risk our retirements on Wall Street.""
"
"on Thursday, October 28th, 2010", American Federation for Children,"
	Says state Senate candidate ""Monk Elmer voted to exceed the (school district property tax) spending caps.""
"
"on Wednesday, October 27th, 2010",Eric Cantor,"
	In the past two years, Democrats have ""spent more money than this country has spent in the last 200 years combined.""
"
"on Wednesday, October 27th, 2010",Reid Ribble,"
	""I lost my health insurance and my doctor because of Obamacare.""
"
"on Tuesday, October 26th, 2010", American Action Network,"
	Ed Perlmutter voted for ""Viagra for rapists"" paid for with tax dollars.
"
"on Tuesday, October 26th, 2010",Jim Renacci,"
	Since Rep. John Boccieri’s election, ""Ohio has lost 600,000 jobs"" and his district’s ""unemployment has doubled.""
"
"on Monday, October 25th, 2010",Kendrick Meek,"
	""The Taliban has been there for years and years, I mean, hundreds of thousands of years.""
"
"on Monday, October 25th, 2010", Citizens for Lower Taxes and a Stronger Economy,"
	Says PolitiFact says Amendment 4 ""will force counties and cities across Florida to raise taxes and fees.""
"
"on Saturday, October 23rd, 2010",Kathie Glass,"
	Says Rick Perry recently said he ""wanted another (Texas) business tax.""
	 "
"on Saturday, October 23rd, 2010",Chris Dudley,"
	Says John Kitzhaber wants a sales tax so people without jobs pay taxes.
"
"on Friday, October 22nd, 2010",Dan Coats,"
	The new health care law will ""force seniors into Barack Obama's government-run health care program.""
"
"on Thursday, October 21st, 2010", Chain email,"
	Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes."
"on Tuesday, October 19th, 2010",John Raese,"
	Under the new health care law, ""the first person (a) patient has to go to is a bureaucrat. That is called a panel.""
"
"on Monday, October 18th, 2010",Jennifer Carroll,"
	Rick Scott ""doesn't have any ties to a lobbyist.""
"
"on Monday, October 18th, 2010",Christine O'Donnell,"
	""We haven't yet taken out a negative ad.""
"
"on Sunday, October 17th, 2010",Rebecca Kleefisch,"
	Says ""Tom Barrett supports a government takeover of our health care""
"
"on Thursday, October 14th, 2010",Christine O'Donnell,"
	Chris Coons has ""Marxist beliefs.""
"
"on Thursday, October 14th, 2010", National Republican Congressional Committee,"
	Says Steve Kagen ""promised us jobs, voting for the $787 billion stimulus. Cost: another 77,000 jobs lost.""
"
"on Monday, October 11th, 2010", Future PAC (Oregon House Democrats),"
	Say Matt Wand cut Troutdale police, created a slush fund for himself.
"
"on Friday, October 8th, 2010",Jill Chambers,"
	Says campaign contributions to her rival for a state House seat was money intended for schoolchildren. 
"
"on Wednesday, October 6th, 2010",Lynn Howe,"
	Says Sal Esquivel wants a 5 percent state sales tax on groceries.
"
"on Sunday, October 3rd, 2010",Tom Barrett,"
	Says ""the headlines … tell the story"" of how Walker has ""mismanaged"" Milwaukee County
"
"on Friday, October 1st, 2010", Chain email,"
	Peter DeFazio ""will sneak in a 1 percent tax on all banking transactions.""
"
"on Friday, October 1st, 2010", Lone Star First,"
	Rick Perry thinks ""injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parent's consent, is a good idea."""
"on Friday, October 1st, 2010",Zack Space,"
	A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.
"
"on Wednesday, September 29th, 2010",Mark Belling,"
	Says the Feingold garage ad ""is a fake: He’s not standing in front of his house.""
"
"on Tuesday, September 28th, 2010",J.D. Alexander,"
	""It takes as much energy to make a solar panel as it likely generates in its entire life.""
"
"on Monday, September 27th, 2010",Steve Kagen,"
	""Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.""
"
"on Friday, September 24th, 2010",Allen West,"
	""If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.""
"
"on Friday, September 24th, 2010",Nancy  Pelosi,"
	Says John Boehner ""admits 'we are not going to be any different than we’ve been' "" by returning to ""the same failed economic policies"" that ""wrecked our economy.""
"
"on Friday, September 24th, 2010",Delia Lopez,"
	A bill by Earl Blumenauer would ""mandate GPS tracking devices on all our vehicles.""
"
"on Friday, September 24th, 2010",Charlie Crist,"
	Marco Rubio tried to insert ""$1.5 million for a rowing institute"" into the state budget.
"
"on Friday, September 24th, 2010", Republican Governors Association,"
	Candidate for governor Roy Barnes has been ""fighting hard"" to let illegal immigrants vote.
"
"on Wednesday, September 22nd, 2010",Tom Barrett,"
	""Under Tom Barrett’s leadership, violent crime in Milwaukee has decreased by over 20% -- to its lowest levels in more than 20 years.""
"
"on Tuesday, September 21st, 2010",Michele Bachmann,"
	""Speaker Pelosi ... has been busy sticking the taxpayer with her $100,000 bar tab for alcohol on the military jets that she's flying.""
"
"on Monday, September 20th, 2010",Betty Sutton,"
	""Ganley said that if elected, he wants to ‘cut the dickens’ out of Social Security, Medicare and Veterans’ benefits.""
"
"on Monday, September 20th, 2010",Russ  Feingold,"
	""I've been outspent by my opponents every time I've run for U.S. Senate.""
"
"on Friday, September 17th, 2010",Allen West,"
	Ron Klein ""repeatedly voted in favor of amnesty for illegal immigrants.""
	 
"
"on Friday, September 17th, 2010",Rick Scott,"
	""The stimulus has not created one private sector job.""
"
"on Thursday, September 16th, 2010",Rob Portman,"
	Says a ""Pro-Stimulus economist admits it is not working … ""
"
"on Friday, September 10th, 2010", Democratic Congressional Campaign Committee,"
	""Sean Duffy backed plan to privatize Social Security.""
"
"on Friday, September 10th, 2010",Peter Kilmartin,"""When the mayor of Providence's brother wrote over 100 grand in bad checks to the city, Joe Fernandez didn't have the guts to prosecute him. He let him off the hook.""
"
"on Wednesday, September 8th, 2010",Jan Brewer,"
	""Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.""
"
"on Wednesday, September 8th, 2010", Bloggers,"
	Lindsey Graham endorsed Charlie Crist for U.S. Senate.
"
"on Tuesday, September 7th, 2010",Kevin Boyce,"
	""Our most important work has been creating and retaining almost 55,000 Ohio jobs.""
"
"on Friday, September 3rd, 2010",Barbara  Boxer,"""I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.""
"
"on Friday, September 3rd, 2010",John  Lombardi,"
	""80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence.""
"
"on Friday, August 27th, 2010",Glenn Beck,"""The government is trying to now close the Lincoln Memorial for any kind of large gatherings.""
"
"on Thursday, August 26th, 2010", 18% of the American public,"
	President Obama is a Muslim.
"
"on Monday, August 23rd, 2010", Chain email,"
	Under the new health care law, ""all real estate transactions will be subject to a 3.8% Sales Tax""
"
"on Sunday, August 22nd, 2010",Rick Perry,"
	Says Bill White is refusing to debate."
"on Monday, August 16th, 2010",Courtney Combs,"
	""Phoenix, Ariz., is the No. 2 kidnapping capital of the world."" 
	 
"
"on Friday, August 13th, 2010",Bob Gibbs,"Cap and trade legislation that Zack Space supported ""would cost the average household approximately $1,761 per year in increased energy rates.""
"
"on Thursday, August 5th, 2010", Chain email,"""Obama admits he is not a citizen.""
"
"on Thursday, August 5th, 2010",Bill O'Neill,"
	""In recent years, Rep. LaTourette has sponsored legislation that would increase spending by 551.6 percent.""
"
"on Wednesday, August 4th, 2010",Sarah Palin,"
	""Democrats are poised now to cause this largest tax increase in U.S. history.""
"
"on Wednesday, August 4th, 2010",Randy Neugebauer,"
	""Ninety-four percent of small businesses will face higher taxes under the Democrats' plan.""
"
"on Monday, August 2nd, 2010",Preston Smith,"
	""We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.""
"
"on Friday, July 30th, 2010", Chain email,"
	When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.
"
"on Friday, July 30th, 2010", Chain email,"
	A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.
"
"on Friday, July 30th, 2010", Chain email,"
	Justice Antonin Scalia agreed for the Supreme Court to hear a case about whether Barack Obama is eligible to be President.
"
"on Friday, July 30th, 2010",Chris Carpenter,"
	""Nobody’s invited us"" to the Obama events in Atlanta."
"on Thursday, July 29th, 2010",Bill McCollum,"
	""There's no negative advertising in my campaign at all.""
"
"on Monday, July 26th, 2010",Melanie Crozier,"
	Karen Handel ""would have felt like it was OK to go in and abort"" Sarah Palin's son Trig, who has Down syndrome. 
"
"on Wednesday, July 21st, 2010",Russell  Pearce ,"
	""Sixty percent of the Hispanics"" support the Arizona immigration law
"
"on Tuesday, July 20th, 2010",John Loughlin,"Transporting drugs ""is the price of admission"" for people crossing the border illegally.
"
"on Monday, July 19th, 2010",Rick Perry,"
	""We don't get a lot of calls from this White House… I have, frankly, never had a call from them.""
"
"on Monday, July 12th, 2010",Bill White,"
	Says Gov. Rick Perry is “by far and away the highest-paid state employee on an hourly basis.”
"
"on Sunday, July 11th, 2010",Stephen Archambault,"Blue Cross headquarters has ""a $30,000 granite table."""
"on Monday, June 28th, 2010",Bill Lynch,"Blue Cross’ new  $90-million Providence headquarters ""was outfitted with $25 million in  decor."""
"on Sunday, June 27th, 2010",Vernon Jones,"""Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked  about MARTA."""
"on Friday, June 25th, 2010",Rick Scott,"""Bill McCollum has accepted thousands from lobbyists for Planned Parenthood."""
"on Friday, June 25th, 2010",Michael J. Gardiner,"U.S. Rep. Jim Langevin  didn't want a border fence to block illegal immigration ""because he is  afraid that someone will get hurt trying to go around the fence."""
"on Wednesday, June 23rd, 2010",Ed Schultz,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama ""has to fix yet another problem he inherited from the Bush administration.""
"
"on Friday, June 18th, 2010",Rick Barber,"""Without representation, (the IRS) can increase taxes."""
"on Thursday, June 17th, 2010",Jim DeMint,"""Ninety-four percent of the bills that pass the Senate have no debate, no vote, no amendments, no reading of the bill, no online disclosure."""
"on Wednesday, June 16th, 2010",Karen Handel,Says she was never a  member of the Georgia Log Cabin Republicans.
"on Tuesday, June 15th, 2010",Roy Barnes,Georgia could get money for schools by scraping “the gold off the gold dome” of the state Capitol.
"on Thursday, June 10th, 2010", Chain email,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company."""
